"row_number","animal_name","animal_gender","animal_birth_month","breed_rc","borough","zip_code","community_district","census_tract2010","nta","city_council_district","congressional_district","state_senatorial_district","license_issued_date","license_expired_date"
38032,"Pop","M",2015-01-01,"Schnauzer Crossbreed","Brooklyn",11233,316,369,"BK79",37,8,18,2015-10-30,2017-10-30
38033,"Chin-Chin","M",2007-05-01,"Yorkshire Terrier","Manhattan",10016,106,88,"MN19",4,12,27,2015-10-30,2016-10-30
38034,"Jazzy","F",2014-07-01,"Boxer","Manhattan",10026,110,186,"MN11",9,13,30,2015-10-30,2016-10-30
38035,"Coco","F",2002-01-01,"German Shepherd Crossbreed","Bronx",10463,208,29301,"BX29",11,16,34,2015-10-30,2017-10-22
38036,"Miss","F",2011-03-01,"Bichon Frise","Brooklyn",11207,305,1078,"BK82",42,8,19,2015-10-30,2016-09-27
38037,"Scooby","M",2002-12-01,"Chinese Crested","Queens",12083,NA,NA,NA,NA,NA,NA,2015-10-30,2016-10-30
38038,"Sheba","F",2010-02-01,"Shih Tzu","Queens",11692,414,97202,"QN12",31,5,10,2015-10-30,2017-10-21
38039,"Shinobi","M",2007-01-01,"Yorkshire Terrier","Manhattan",10016,106,88,"MN19",4,12,27,2015-10-30,2016-10-30
38040,"Rusty","M",2009-12-01,"Dachshund Smooth Coat","Bronx",10456,203,14702,"BX01",16,15,33,2015-10-30,2016-09-15
38041,"Sabi","M",2005-07-01,"Belgian Sheepdog","Manhattan",10028,108,14401,"MN32",5,12,28,2015-10-30,2017-09-28
38042,"Charly","M",2015-01-01,"Soft Coated Wheaten Terrier","Queens",11378,405,595,"QN20",30,6,15,2015-10-30,2017-05-18
38043,"Chichi","M",2014-02-01,"Terrier Mix","Manhattan",10029,111,166,"MN33",8,13,29,2015-10-30,2017-10-21
38044,"Hoss","M",2013-05-01,"Unknown","Manhattan",10002,103,3001,"MN27",1,12,26,2015-10-30,2017-11-19
38045,"Humboldt","M",2006-04-01,"Yorkshire Terrier","Manhattan",10027,109,211,"MN09",7,13,30,2015-10-30,2016-11-20
38046,"Mia","F",2010-04-01,"Pekingese","Bronx",10472,209,64,"BX08",18,15,32,2015-10-30,2016-11-04
38047,"Lillie","F",2014-05-01,"Cavalier King Charles Spaniel","Manhattan",10009,103,32,"MN22",2,12,27,2015-10-30,2016-10-30
38048,"Neruda","M",2007-01-01,"Yorkshire Terrier","Manhattan",10027,109,211,"MN09",7,13,30,2015-10-30,2016-11-20
38049,"Zeus","M",2010-07-01,"Unknown","Bronx",10468,207,401,"BX05",14,13,33,2015-10-30,2017-10-28
38050,"Diamond","F",2008-10-01,"Unknown","Staten Island",10305,502,9601,"SI36",50,11,24,2015-10-30,2016-11-20
38051,"Lexi","F",2013-12-01,"Labrador (or Crossbreed)","Queens",11692,414,954,"QN12",32,5,15,2015-10-30,2016-02-21
38052,"Leo","M",2013-01-01,"Unknown","Queens",11354,407,1159,"QN51",20,6,16,2015-10-30,2016-10-31
38053,"Rootbeer","M",2005-03-01,"Chihuahua Crossbreed","Brooklyn",11208,305,1196,"BK82",37,8,18,2015-10-30,2016-10-30
38054,"Unknown","M",2014-09-01,"Labrador (or Crossbreed)","Brooklyn",11221,303,261,"BK75",36,8,25,2015-10-30,2016-10-30
38055,"Rocky","M",2008-05-01,"Unknown","Bronx",10473,209,86,"BX09",18,15,32,2015-10-30,2016-11-09
38056,"Moo","M",2015-05-01,"Cocker Spaniel","Queens",11366,408,1333,"QN41",23,6,11,2015-10-30,2016-10-30
38057,"Murphy","F",2015-08-01,"Maltipoo","Bronx",10462,209,21002,"BX46",18,14,32,2015-10-30,2016-10-30
38058,"Daisy","F",2012-01-01,"Unknown","Manhattan",10025,107,189,"MN12",7,13,30,2015-10-30,2019-10-30
38059,"Daisey","F",2014-01-01,"Unknown","Queens",11423,408,476,"QN06",23,5,14,2015-10-30,2016-11-07
38060,"Cupcake","F",2010-04-01,"Pit Bull (or Mix)","Brooklyn",11238,302,197,"BK69",35,8,25,2015-10-30,2016-08-29
38061,"Crystal","F",2001-06-01,"Schnauzer, Miniature","Queens",11379,405,671,"QN21",30,6,15,2015-10-30,2016-11-30
38062,"Goddy","M",2004-09-01,"Labrador (or Crossbreed)","Staten Island",10312,503,17008,"SI48",51,11,24,2015-10-30,2016-11-05
38063,"Gioia","F",2015-06-01,"Pit Bull (or Mix)","Staten Island",10309,503,198,"SI01",51,11,24,2015-10-30,2016-10-30
38064,"Gia","F",2013-05-01,"Unknown","Staten Island",10305,502,9601,"SI36",50,11,24,2015-10-30,2016-12-19
38065,"Cara","F",2014-02-01,"Unknown","Queens",11362,411,152902,"QN45",23,3,11,2015-10-30,2016-10-31
38066,"Snoopy","M",2004-01-01,"Unknown","Queens",11373,404,471,"QN29",25,6,16,2015-10-30,2016-09-29
38067,"Sterling","M",2013-10-01,"Havanese","Manhattan",10022,106,10601,"MN19",4,12,28,2015-10-30,2019-03-08
38068,"Lucky","M",2004-01-01,"Chihuahua","Bronx",10455,201,79,"BX34",17,15,29,2015-10-30,2016-03-12
38069,"Pasha","M",2013-02-01,"Unknown","Manhattan",10019,105,131,"MN17",3,12,27,2015-10-30,2016-10-30
38070,"Sprocket","M",2012-07-01,"Cairn Terrier","Queens",11362,411,150701,"QN45",19,3,11,2015-10-30,2016-11-17
38071,"Sprout","F",2013-05-01,"German Shepherd Crossbreed","Manhattan",10028,108,140,"MN40",5,12,28,2015-10-30,2020-10-21
38072,"Piccola","F",2005-02-01,"Pit Bull (or Mix)","Manhattan",10025,107,191,"MN12",6,10,31,2015-10-30,2016-09-14
38073,"Louis","M",2012-07-01,"Yorkshire Terrier","Manhattan",10024,NA,NA,NA,NA,NA,NA,2015-10-30,2017-02-02
38074,"Fluffy","M",2015-02-01,"Shih Tzu Crossbreed","Queens",11368,404,405,"QN26",21,14,13,2015-10-30,2016-10-30
38076,"Alex","F",2012-01-01,"Greyhound","Manhattan",10031,109,233,"MN04",7,13,30,2015-10-30,2016-08-11
38077,"Finnigan","M",2012-01-01,"Cavalier King Charles Spaniel","Manhattan",10009,106,44,"MN50",4,12,27,2015-10-30,2016-07-26
38078,"Farleigh","M",2000-01-01,"Unknown","Brooklyn",11226,314,512,"BK42",40,9,21,2015-10-30,2016-09-14
38079,"Abby","F",2012-10-01,"Pharaoh Hound","Manhattan",10003,105,52,"MN13",2,12,28,2015-10-31,2016-10-31
38080,"Angel","F",2013-04-01,"Maltese","Queens",11365,408,122701,"QN38",24,6,16,2015-10-31,2016-09-19
38081,"Lola","F",2011-08-01,"Yorkshire Terrier","Brooklyn",11206,301,505,"BK90",34,7,18,2015-10-31,2018-11-01
38082,"Lokey","M",2013-11-01,"Pit Bull (or Mix)","Staten Island",10301,501,75,"SI35",49,11,23,2015-10-31,2016-10-31
38083,"Petey","M",2005-12-01,"Japanese Chin/Spaniel","Queens",11357,407,991,"QN49",19,3,11,2015-10-31,2016-10-24
38084,"Lucille","F",2010-10-01,"American Staffordshire Terrier","Queens",11377,402,235,"QN31",26,14,12,2015-10-31,2016-04-07
38085,"Tank","M",2013-02-01,"Labrador (or Crossbreed)","Brooklyn",11217,302,127,"BK38",33,7,25,2015-10-31,2016-10-31
38086,"Tall","M",2007-01-01,"Dachshund","Manhattan",10029,111,184,"MN34",8,13,30,2015-10-31,2016-10-31
38087,"Tap","M",2012-05-01,"German Shepherd Dog","Manhattan",10001,105,58,"MN13",2,12,28,2015-10-31,2016-10-31
38088,"Tasha","F",2001-10-01,"Unknown","Brooklyn",11220,310,22,"BK32",38,10,23,2015-10-31,2017-12-07
38089,"Buttercup","M",2013-10-01,"Pomeranian","Manhattan",10016,NA,NA,NA,NA,NA,NA,2015-10-31,2016-10-31
38090,"Buster","M",2011-05-01,"Unknown","Manhattan",10014,102,71,"MN23",3,10,27,2015-10-31,2017-12-08
38091,"Buster","M",2014-10-01,"Pit Bull (or Mix)","Brooklyn",11203,309,87401,"BK60",41,9,20,2015-10-31,2016-10-31
38092,"Casper","M",2012-06-01,"Yorkshire Terrier","Manhattan",10009,103,24,"MN28",2,7,27,2015-10-31,2020-10-26
38093,"Ginger","F",2007-01-01,"Yorkshire Terrier","Brooklyn",11214,311,282,"BK27",43,11,23,2015-10-31,2016-11-01
38094,"Onyx","M",2011-08-01,"Poodle, Miniature","Bronx",10458,206,385,"BX01",15,15,33,2015-10-31,2016-11-09
38095,"Oliver","M",2009-01-01,"Labrador (or Crossbreed)","Queens",11378,405,517,"QN30",30,6,15,2015-10-31,2016-11-30
38096,"Oliver","M",2007-03-01,"Maltese","Manhattan",10023,107,153,"MN14",6,10,27,2015-10-31,2016-08-11
38097,"Gnocchi","F",2015-07-01,"Norwich Terrier","Manhattan",10019,104,135,"MN15",6,10,27,2015-10-31,2016-10-31
38098,"Bagira","F",2015-08-01,"Tibetan Terrier","Brooklyn",11234,318,698,"BK45",46,8,19,2015-10-31,2016-10-31
38099,"Arlo","M",2015-02-01,"Wheaton Terrier","Manhattan",10034,112,303,"MN01",10,13,31,2015-10-31,2016-10-31
38100,"Daisy","F",2012-11-01,"Maltipoo","Manhattan",10010,106,60,"MN50",4,12,27,2015-10-31,2016-10-31
38101,"Kogi","M",2010-01-01,"Pug","Manhattan",10023,107,157,"MN14",6,10,29,2015-10-31,2016-12-12
38102,"Kerry","F",2003-02-01,"Schnauzer, Miniature","Bronx",10465,NA,NA,NA,NA,NA,NA,2015-10-31,2016-10-31
38103,"Kuru","M",2012-03-01,"Shiba Inu","Brooklyn",11220,307,74,"BK32",38,7,20,2015-10-31,2016-09-14
38104,"Rocky","M",2006-01-01,"Unknown","Queens",11105,401,113,"QN72",22,14,13,2015-10-31,2016-11-29
38105,"Name Not Provided","M",2015-08-01,"Pomeranian","Queens",11101,402,1,"QN31",26,12,12,2015-10-31,2016-10-31
38106,"Name Not Provided","F",2015-08-01,"Yorkshire Terrier","Bronx",10457,206,391,"BX06",15,15,33,2015-10-31,2016-10-31
38107,"Name Not Provided","F",2015-08-01,"Maltese","Brooklyn",11224,313,326,"BK21",47,8,23,2015-10-31,2016-10-31
38108,"Unkown","M",2015-08-01,"Havanese","Brooklyn",11220,310,130,"BK31",43,10,23,2015-10-31,2016-10-31
38109,"Rocky","M",2006-09-01,"American English Coonhound","Queens",11432,408,1277,"QN06",24,5,11,2015-10-31,2016-10-31
38110,"Rose","F",2015-08-01,"Goldendoodle","Manhattan",10025,107,181,"MN12",6,10,30,2015-10-31,2016-10-31
38111,"Rose","F",2001-11-01,"Shih Tzu","Manhattan",10023,107,153,"MN14",6,10,27,2015-10-31,2016-10-21
38112,"Dolly","F",2008-05-01,"Terrier Mix","Brooklyn",11231,306,75,"BK33",33,7,25,2015-10-31,2016-10-31
38113,"Ned","M",2013-08-01,"Labrador (or Crossbreed)","Manhattan",10025,107,189,"MN12",7,13,30,2015-10-31,2016-11-28
38114,"Lilly","F",2015-05-01,"Bulldog","Manhattan",10029,111,184,"MN34",8,13,30,2015-10-31,2016-10-31
38115,"Jack","M",2015-06-01,"Chihuahua Crossbreed","Brooklyn",11238,308,207,"BK64",35,9,20,2015-10-31,2016-10-31
38116,"Jackie","F",2001-07-01,"Unknown","Manhattan",10027,109,203,"MN09",7,10,30,2015-10-31,2016-12-08
38117,"Mia","F",2005-01-01,"Golden Retriever","Manhattan",10022,106,10601,"MN19",5,12,28,2015-10-31,2016-12-08
38118,"Cher","M",2001-01-01,"Shih Tzu","Queens",11377,402,257,"QN63",26,14,12,2015-10-31,2016-11-30
38119,"Charlie","M",2007-01-01,"Labrador (or Crossbreed)","Manhattan",10025,107,189,"MN12",7,13,30,2015-10-31,2016-12-25
38120,"Chance","M",2010-05-01,"German Shepherd Crossbreed","Manhattan",10023,107,153,"MN14",6,10,27,2015-10-31,2016-10-31
38121,"Chase","M",2011-05-01,"Cocker Spaniel","Manhattan",10128,108,154,"MN32",5,12,28,2015-10-31,2016-11-14
38122,"Chelsea","F",2015-07-01,"West Highland White Terrier","Manhattan",10011,104,99,"MN13",3,10,27,2015-10-31,2016-10-31
38123,"Miles","M",2015-08-01,"German Shepherd Dog","Bronx",10606,NA,NA,NA,NA,NA,NA,2015-10-31,2016-10-31
38124,"Sasha","F",2013-11-01,"American Staffordshire Terrier","Manhattan",10003,NA,NA,NA,NA,NA,NA,2015-10-31,2016-12-03
38125,"Scout","M",2013-03-01,"German Shepherd Dog","Queens",11416,409,32,"QN53",32,7,10,2015-10-31,2016-09-20
38126,"Ciro","M",2013-01-01,"Poodle, Standard","Manhattan",10075,108,136,"MN32",5,12,28,2015-10-31,2016-12-05
38127,"Teddy","M",2010-05-01,"Dachshund Smooth Coat","Manhattan",10003,NA,NA,NA,NA,NA,NA,2015-10-31,2016-10-31
38128,"Tiger","M",2012-07-01,"Pit Bull (or Mix)","Staten Island",10301,501,11,"SI22",49,11,23,2015-10-31,2016-10-31
38129,"Toffee","M",2015-03-01,"Yorkshire Terrier","Staten Island",10301,501,81,"SI22",49,11,23,2015-10-31,2016-10-31
38130,"Emma","F",2011-04-01,"Unknown","Brooklyn",11211,301,513,"BK73",34,12,18,2015-10-31,2016-10-01
38131,"Becca","F",2008-01-01,"Bichon Frise","Bronx",10463,208,301,"BX29",11,16,34,2015-10-31,2016-11-01
38132,"Baxter","M",2008-11-01,"Bichon Frise","Manhattan",10016,106,70,"MN20",2,12,28,2015-10-31,2016-11-29
38133,"Blanco","M",2015-06-01,"Pit Bull (or Mix)","Manhattan",10025,107,179,"MN12",6,10,30,2015-10-31,2016-10-31
38134,"Hershey","M",2015-06-01,"Pit Bull (or Mix)","Brooklyn",11233,303,275,"BK35",36,8,25,2015-10-31,2016-10-31
38135,"Reeses","M",2009-08-01,"Bull Dog, French","Brooklyn",11223,311,408,"BK29",47,10,22,2015-10-31,2019-11-11
38136,"Max","M",2006-01-01,"German Shepherd Dog","Queens",11105,401,117,"QN72",22,14,13,2015-10-31,2017-10-31
38137,"Rex","M",2009-12-01,"Bull Dog, French","Brooklyn",11223,311,408,"BK29",47,10,22,2015-10-31,2019-11-11
38138,"Riley","M",2012-07-01,"Australian Shepherd","Brooklyn",11218,307,1502,"BK40",39,9,21,2015-10-31,2016-10-31
38139,"Trixie","M",2006-12-01,"Poodle","Bronx",10453,205,53,"BX36",16,13,29,2015-10-31,2016-10-31
38140,"Trevor","M",2010-05-01,"Unknown","Staten Island",10314,502,27702,"SI24",51,11,24,2015-11-01,2016-11-30
38141,"Rhoda","F",2006-11-01,"Manchester Terrier","Manhattan",10023,107,157,"MN14",6,10,29,2015-11-01,2016-11-01
38142,"Rain","F",2005-11-01,"Yorkshire Terrier","Manhattan",10464,211,336,"BX07",15,14,36,2015-11-01,2016-11-01
38143,"Remus","M",2009-11-01,"Unknown","Brooklyn",11201,302,7,"BK09",33,7,26,2015-11-01,2016-11-01
38144,"Maeve","F",2015-02-01,"Cocker Spaniel","Queens",11379,405,621,"QN21",30,6,15,2015-11-01,2016-11-01
38145,"Hermione","F",2012-09-01,"Poodle, Standard","Manhattan",10010,105,56,"MN13",2,12,28,2015-11-01,2016-12-04
38146,"Marbles","M",2008-06-01,"Unknown","Queens",11357,407,1029,"QN49",19,3,11,2015-11-01,2016-11-26
38147,"Big","F",2010-06-01,"Dachshund Smooth Coat Miniature","Bronx",10461,211,256,"BX37",13,14,34,2015-11-01,2017-02-27
38148,"Bentley","M",2015-08-01,"Dachshund","Manhattan",10023,107,157,"MN14",6,10,27,2015-11-01,2016-11-01
38149,"Ember","F",2014-08-01,"American Staffordshire Terrier","Brooklyn",11211,301,553,"BK73",34,12,18,2015-11-01,2016-11-01
38150,"Emmy","F",2014-06-01,"German Shepherd Dog","Queens",11377,402,235,"QN31",26,14,12,2015-11-01,2017-12-08
38151,"Ella","F",2015-05-01,"Border Terrier","Brooklyn",11201,302,301,"BK09",33,7,26,2015-11-01,2016-11-01
38152,"Luna","F",2013-01-01,"Unknown","Queens",11426,413,1617,"QN43",23,3,11,2015-11-01,2016-10-22
38153,"Lucy","F",2013-08-01,"Vizsla","Manhattan",10128,108,14802,"MN40",5,12,28,2015-11-01,2016-12-07
38154,"Toby","M",2013-01-01,"Shih Tzu Crossbreed","Queens",11385,405,581,"QN20",30,6,15,2015-11-01,2016-11-01
38155,"Plika","F",2006-05-01,"Puggle","Manhattan",10033,112,271,"MN35",10,13,31,2015-11-01,2016-11-01
38156,"Princeton","M",2013-01-01,"Chihuahua","Queens",11368,403,401,"QN26",21,14,13,2015-11-01,2016-11-01
38157,"Chiquita","F",2014-11-01,"Yorkshire Terrier","Manhattan",10028,108,14801,"MN40",5,12,28,2015-11-01,2016-11-01
38158,"Chocolate","F",2010-06-01,"Dachshund, Long Haired Miniature","Bronx",10461,211,256,"BX37",13,14,34,2015-11-01,2017-02-27
38159,"Jean-Ralphio","M",2012-10-01,"Jack Russell Terrier","Queens",11436,412,788,"QN76",28,5,10,2015-11-01,2016-11-01
38160,"Jelly","M",2001-11-01,"Schnauzer, Miniature","Brooklyn",11209,310,36,"BK31",43,11,22,2015-11-01,2016-11-16
38161,"Jeeter","M",2008-03-01,"Maltese","Queens",11416,409,116,"QN54",28,5,10,2015-11-01,2016-11-01
38162,"Mingus","M",2000-01-01,"Unknown","Brooklyn",11218,314,526,"BK42",40,9,17,2015-11-01,2016-08-30
38163,"Mimi","F",2009-06-01,"Dachshund, Wirehaired","Queens",11373,404,475,"QN29",25,6,16,2015-11-01,2017-11-08
38164,"Milk","M",2015-07-01,"Siberian Husky","Queens",11358,411,1099,"QN46",19,6,11,2015-11-01,2016-11-01
38165,"Shakira","F",2015-01-01,"Morkie","Brooklyn",11218,312,504,"BK40",39,9,21,2015-11-01,2016-11-01
38166,"Scrappy","M",2013-02-01,"Maltese Crossbreed","Brooklyn",11217,308,161,"BK64",35,9,25,2015-11-01,2020-11-01
38167,"Scooter","M",2003-01-01,"Bichon Frise","Queens",11356,407,929,"QN23",19,14,11,2015-11-01,2017-11-29
38168,"Molly","F",2009-08-01,"Unknown","Manhattan",10002,103,18,"MN27",1,12,26,2015-11-01,2016-11-17
38169,"Sam","M",2010-08-01,"Jack Russell Terrier","Brooklyn",11215,307,147,"BK32",38,7,21,2015-11-01,2017-11-17
38170,"Ruth","F",2015-07-01,"Weimaraner","Brooklyn",11231,306,49,"BK33",39,7,26,2015-11-01,2016-11-01
38171,"Sam","M",2008-01-01,"Staffordshire Bull Terrier","Bronx",10467,207,425,"BX43",11,13,36,2015-11-01,2017-12-01
38172,"Charles","M",2012-01-01,"Poodle, Miniature","Queens",11372,403,289,"QN28",25,14,13,2015-11-01,2018-12-03
38173,"Hooch","M",2008-11-01,"Staffordshire Bull Terrier","Manhattan",10029,111,166,"MN33",8,13,29,2015-11-01,2016-11-01
38174,"Chestnut","M",2015-08-01,"Poodle","Queens",11364,411,145102,"QN46",20,6,11,2015-11-01,2016-11-01
38175,"Hugo","M",2015-04-01,"French Bulldog","Queens",11374,406,69701,"QN18",29,6,16,2015-11-01,2016-11-01
38176,"Hudson","M",2007-01-01,"Bull Terrier","Brooklyn",11209,310,130,"BK31",43,11,23,2015-11-01,2017-12-05
38177,"Jade","F",2010-07-01,"Pit Bull (or Mix)","Bronx",10467,207,419,"BX43",11,13,36,2015-11-01,2016-11-01
38178,"Zeus","M",2011-09-01,"Greyhound","Manhattan",10040,112,283,"MN35",10,13,31,2015-11-01,2016-11-01
38179,"Nera","F",2009-01-01,"Collie, Border","Brooklyn",11205,302,195,"BK69",35,8,25,2015-11-01,2016-11-20
38180,"Nana","F",2013-06-01,"Unknown","Bronx",10464,210,516,"BX10",13,14,34,2015-11-01,2016-10-20
38181,"Woody","M",2012-11-01,"Australian Shepherd","Manhattan",10012,102,49,"MN24",1,10,26,2015-11-01,2017-07-08
38182,"Bruno","M",2011-03-01,"Pit Bull (or Mix)","Manhattan",10023,107,157,"MN14",6,10,27,2015-11-01,2016-11-15
38183,"Brownie","M",2015-08-01,"Pit Bull (or Mix)","Staten Island",10309,503,20801,"SI32",51,11,24,2015-11-01,2016-11-01
38184,"Brody","M",2007-01-01,"Unknown","Manhattan",10040,112,277,"MN35",10,13,31,2015-11-01,2016-11-04
38185,"L.","F",2014-04-01,"Unknown","Brooklyn",11249,301,549,"BK73",33,7,26,2015-11-01,2016-11-01
38186,"Lexa","F",2015-08-01,"Shiba Inu","Queens",11106,401,53,"QN70",26,12,12,2015-11-01,2016-11-01
38187,"Unknown","M",2015-07-01,"Poodle","Manhattan",10002,103,8,"MN27",1,7,26,2015-11-01,2016-11-01
38188,"Unknown","M",2015-07-01,"Havanese","Manhattan",10003,106,48,"MN21",2,12,27,2015-11-01,2016-11-01
38189,"Rocky","M",2009-05-01,"Dachshund Smooth Coat","Bronx",10461,211,256,"BX37",13,14,34,2015-11-01,2017-02-24
38190,"Movie","F",2004-01-01,"Poodle, Toy","Queens",11372,403,281,"QN28",25,14,13,2015-11-01,2016-03-01
38191,"Daisy","F",2008-01-01,"Beagle","Manhattan",10022,106,108,"MN19",5,12,28,2015-11-01,2016-11-01
38192,"Daisy","F",2010-04-01,"Golden Retriever","Manhattan",10029,111,164,"MN33",8,13,29,2015-11-01,2016-11-01
38193,"Cooper","M",2003-01-01,"Unknown","Brooklyn",11201,302,15,"BK38",33,8,25,2015-11-01,2016-11-14
38194,"Cooper","M",2010-12-01,"Labrador (or Crossbreed)","Manhattan",10033,112,265,"MN36",10,13,31,2015-11-01,2016-11-15
38195,"Bailey","F",2011-05-01,"Labrador (or Crossbreed)","Brooklyn",11211,301,519,"BK73",33,12,18,2015-11-01,2017-11-01
38196,"Willy","M",2010-11-01,"Boston Terrier","Brooklyn",11201,302,9,"BK09",33,7,26,2015-11-01,2016-07-14
38197,"Giovanni","M",2007-07-01,"Boxer","Manhattan",10025,107,179,"MN12",6,10,31,2015-11-01,2016-11-23
38198,"Grace","F",2015-08-01,"Pit Bull (or Mix)","Bronx",10457,205,23302,"BX41",15,15,33,2015-11-01,2016-11-01
38199,"Otto","M",2014-04-01,"Miniature Schnauzer","Manhattan",10010,106,60,"MN50",4,12,27,2015-11-01,2016-11-01
38200,"Calvin","M",2012-01-01,"Pit Bull (or Mix)","Brooklyn",11237,304,429,"BK77",37,7,18,2015-11-01,2016-08-10
38201,"Snow","M",2015-02-01,"Alaskan Malamute","Brooklyn",11229,315,546,"BK43",48,9,17,2015-11-01,2016-11-01
38202,"Ouchy","F",2012-12-01,"Boxer","Manhattan",10002,103,1402,"MN28",1,12,26,2015-11-01,2016-10-25
38203,"Peaches","F",2013-11-01,"Beagle Crossbreed","Brooklyn",11205,302,187,"BK68",35,8,25,2015-11-01,2016-11-01
38204,"Parker","M",2015-05-01,"Labrador (or Crossbreed)","Queens",11375,406,731,"QN17",29,6,15,2015-11-01,2016-11-01
38205,"Lucky","F",2007-12-01,"Dachshund Smooth Coat Miniature","Bronx",10461,211,256,"BX37",13,14,34,2015-11-01,2017-02-24
38206,"Penny","F",2014-08-01,"Yorkshire Terrier Crossbreed","Queens",11426,413,1617,"QN43",23,3,11,2015-11-01,2016-11-01
38207,"Petey","M",2007-12-01,"Dogo Argentino","Bronx",10458,207,415,"BX05",11,13,34,2015-11-01,2016-11-01
38208,"Lola","F",2014-02-01,"Unknown","Manhattan",10029,111,166,"MN33",8,13,29,2015-11-01,2017-12-03
38209,"Lola","F",2012-09-01,"Labrador (or Crossbreed)","Manhattan",10065,108,10602,"MN31",5,12,28,2015-11-01,2016-12-02
38210,"Louie","M",2011-05-01,"Puggle","Manhattan",10044,108,23801,"MN31",5,12,29,2015-11-01,2016-11-01
38211,"Louie","M",2015-07-01,"Poodle Crossbreed","Brooklyn",11238,308,205,"BK64",35,9,20,2015-11-01,2016-11-01
38212,"Lily","F",2009-06-01,"Unknown","Queens",11357,407,1029,"QN49",19,3,11,2015-11-01,2016-11-26
38213,"Ganache","F",2015-08-01,"Pit Bull (or Mix)","Manhattan",10128,108,15601,"MN32",5,12,29,2015-11-01,2016-11-01
38214,"Fly","M",2009-06-01,"Pomeranian","Manhattan",10002,103,18,"MN27",1,7,26,2015-11-01,2016-06-11
38215,"Francis","M",2013-10-01,"Poodle Crossbreed","Brooklyn",11221,303,385,"BK35",41,8,25,2015-11-01,2016-11-01
38216,"Apollo","M",2014-01-01,"Welsh Corgi, Pembroke","Queens",11109,402,1,"QN31",26,12,12,2015-11-01,2016-12-02
38217,"Ajax","M",2006-08-01,"Boxer","Brooklyn",11231,306,59,"BK33",38,7,25,2015-11-01,2016-11-23
38218,"Fluffy","F",2000-01-01,"Poodle, Toy","Brooklyn",11230,312,452,"BK46",44,10,22,2015-11-02,2016-10-30
38219,"Gabriel","M",2006-01-01,"Poodle, Standard","Manhattan",10028,108,136,"MN32",5,12,28,2015-11-02,2016-11-30
38220,"Frisker","M",2010-01-01,"Unknown","Manhattan",10019,105,137,"MN17",4,12,28,2015-11-02,2016-10-31
38221,"Friday","F",2015-08-01,"West Highland White Terrier","Brooklyn",11231,306,77,"BK33",39,7,25,2015-11-02,2016-11-02
38222,"Lily","F",2009-06-01,"Tibetan Terrier","Manhattan",10024,107,169,"MN12",6,10,29,2015-11-02,2016-11-20
38223,"Loofah","F",2012-09-01,"Poodle, Miniature","Manhattan",10023,107,155,"MN14",6,10,27,2015-11-02,2016-11-02
38224,"Lola","F",2009-11-01,"Yorkshire Terrier","Queens",11377,402,245,"QN63",26,14,12,2015-11-02,2016-09-09
38225,"Sunny","F",2014-05-01,"Labrador (or Crossbreed)","Manhattan",10163,NA,NA,NA,NA,NA,NA,2015-11-02,2018-09-06
38226,"Stella","F",2011-05-01,"Unknown","Manhattan",10021,108,124,"MN31",5,12,28,2015-11-02,2016-11-25
38227,"Stella","F",2011-06-01,"Beagle Crossbreed","Brooklyn",11249,301,517,"BK73",33,12,26,2015-11-02,2017-10-28
38228,"Pepper","F",2014-01-01,"Labrador (or Crossbreed)","Manhattan",10029,111,184,"MN34",8,13,30,2015-11-02,2016-11-02
38229,"Staci","F",2014-11-01,"Pit Bull (or Mix)","Brooklyn",11249,301,551,"BK73",34,7,18,2015-11-02,2016-11-02
38230,"Peaches","F",2013-01-01,"Jack Russell Terrier","Queens",11379,405,65703,"QN21",30,6,15,2015-11-02,2016-11-02
38231,"Penny","F",2011-03-01,"Unknown","Staten Island",10306,503,12805,"SI25",50,11,24,2015-11-02,2016-11-14
38232,"Butzie","M",2011-12-01,"Boston Terrier","Brooklyn",11215,306,157,"BK37",39,9,20,2015-11-02,2016-11-12
38233,"Buttons","F",2000-01-01,"Yorkshire Terrier","Queens",11357,407,1017,"QN47",19,3,11,2015-11-02,2016-11-29
38234,"Busy","F",2010-07-01,"Poodle Crossbreed","Brooklyn",11205,302,197,"BK69",35,8,25,2015-11-02,2017-07-03
